Orthogroup	agresttis	amborella	aratha	azolla	ceratopteris	chara	gnetum	klebsormidium	marchantia	mesotaenium	oryza	physcomitrella	plambertiana	populus	salvinia	selaginella	sequoia	spirogloea	vitis	volvox	zmays
OG0080002													PILA_NACLR/hiseq/c201_g1_i1|m.103								
OG0080003													PILA_DCR/hiseq/c52215_g1_i1|m.16765								
OG0080004													PILA_DCR/hiseq/c104647_g1_i2|m.110117								
OG0080005													PILA_BRS/miseq/c29382_g3_i1|m.47983								
OG0080006													PILA_S_3_3-6kb/023627|m.182243								
OG0080007													PILA_S_3_3-6kb/012121|m.157669								
OG0080008													PILA_DCR/hiseq/c108900_g1_i3|m.138981								
OG0080009													PILA_S_1_3-6kb/025898|m.57291								
OG0080010													PILA_BRS/miseq/c25063_g1_i1|m.32413								
OG0080011													PILA_NACLR/hiseq/c76413_g1_i1|m.86397								
OG0080012													PILA_DCR/hiseq/c98876_g1_i1|m.84218								
OG0080013													PILA_BRN/hiseq/c53195_g1_i1|m.16910								
OG0080014													PILA_DCR/hiseq/c93440_g1_i2|m.66445								
OG0080015													PILA_NACLR/hiseq/c67222_g1_i2|m.61437								
OG0080016													PILA_SDN/miseq/c15448_g1_i1|m.10981								
OG0080017													PILA_DCR/hiseq/c54395_g1_i2|m.17592								
OG0080018													PILA_V_2_3-6kb/012702|m.286723								
OG0080019													PILA_DCS_1kb/003052|m.102675								
OG0080020													PILA_V_1_3-6kb/023465|m.241705								
OG0080021													PILA_DCR/hiseq/c104135_g1_i3|m.107215								
OG0080022													PILA_V_1_3-6kb/024106|m.243229								
OG0080023													PILA_SDN/miseq/c13840_g1_i1|m.9449								
OG0080024													PILA_V_2_3-6kb/019046|m.301861								
OG0080025													PILA_V_3_3-6kb/020154|m.368594								
OG0080026													PILA_S_3_3-6kb/023179|m.181272								
OG0080027													PILA_DCR/hiseq/c64105_g1_i2|m.23573								
OG0080028													PILA_JASS/hiseq/c61769_g3_i1|m.58829								
OG0080029													PILA_BRN/hiseq/c53760_g1_i1|m.17475								
OG0080030													PILA_Wound/hiseq/c76333_g1_i1|m.74249								
OG0080031													PILA_BRN/hiseq/c54415_g1_i2|m.18040								
OG0080032													PILA_NACLR/hiseq/c59194_g1_i2|m.40123								
OG0080033													PILA_Wound/hiseq/c14193_g1_i1|m.3217								
OG0080034													PILA_DCR/hiseq/c69162_g1_i2|m.26693								
OG0080035													PILA_S_3_3-6kb/019088|m.172580								
OG0080036													PILA_V_2_3-6kb/007223|m.274101								
OG0080037													PILA_DCS_1kb/003682|m.103554								
OG0080038													PILA_DCR/hiseq/c99703_g1_i2|m.87267								
OG0080039													PILA_V_2_3-6kb/017893|m.299108								
OG0080040													PILA_BRN/hiseq/c68006_g2_i1|m.45643								
OG0080041													PILA_NACLR/hiseq/c44962_g1_i1|m.21978								
OG0080042													PILA_BRS/miseq/c29290_g1_i1|m.47518								
OG0080043													PILA_DCR/hiseq/c89333_g3_i1|m.56008								
OG0080044													PILA_NACLR/hiseq/c46195_g1_i1|m.23027								
OG0080045													PILA_V_1_3-6kb/000904|m.188021								
OG0080046													PILA_BRN/hiseq/c62078_g1_i3|m.28779								
OG0080047													PILA_Wound/hiseq/c73012_g4_i1|m.61538								
OG0080048													PILA_V_1_3-6kb/017515|m.227440								
OG0080049													PILA_V_3_3-6kb/025724|m.381121								
OG0080050													PILA_V_2_3-6kb/001610|m.260769								
OG0080051													PILA_DCR/hiseq/c99097_g1_i2|m.85011								
OG0080052													PILA_Wound/hiseq/c56230_g1_i1|m.18665								
OG0080053													PILA_SDN/miseq/c30786_g2_i1|m.45289								
OG0080054													PILA_E1_2kb_3/023040|m.387548								
OG0080055													PILA_P/miseq/c27633_g3_i1|m.28092								
OG0080056													PILA_NACLR/hiseq/c63439_g1_i1|m.50091								
OG0080057													PILA_DCR/hiseq/c112419_g1_i1|m.144070								
OG0080058													PILA_DCR/hiseq/c100177_g4_i2|m.89127								
OG0080059													PILA_DCR/hiseq/c101140_g1_i2|m.93156								
OG0080060													PILA_BRS/miseq/c22769_g1_i1|m.26408								
OG0080061													PILA_BRS/miseq/c4196_g1_i2|m.3041								
OG0080062													PILA_DCR/hiseq/c110830_g1_i1|m.143025								
OG0080063													PILA_V_3_3-6kb/012938|m.352211								
OG0080064													PILA_DCR/hiseq/c95482_g1_i1|m.72408								
OG0080065													PILA_DCR/hiseq/c95732_g1_i2|m.73243								
OG0080066													PILA_NACLR/hiseq/c70268_g1_i2|m.74814								
OG0080067													PILA_V_1_3-6kb/024199|m.243481								
OG0080068													PILA_NACLR/hiseq/c16813_g1_i1|m.7471								
OG0080069													PILA_DCR/hiseq/c7354_g1_i1|m.2557								
OG0080070													PILA_SDN/miseq/c54447_g1_i2|m.68533								
OG0080071													PILA_V_1_3-6kb/022596|m.239604								
OG0080072													PILA_V_3_3-6kb/005698|m.335865								
OG0080073													PILA_BRN/hiseq/c77638_g1_i1|m.72487								
OG0080074													PILA_DCR/hiseq/c106015_g2_i1|m.117899								
OG0080075													PILA_V_3_3-6kb/007005|m.338772								
OG0080076													PILA_DCR/hiseq/c88326_g4_i1|m.53709								
OG0080077													PILA_V_1_3-6kb/000698|m.187478								
OG0080078													PILA_S_2_3-6kb/004758|m.77957								
OG0080079													PILA_S_1_3-6kb/027084|m.59897								
OG0080080													PILA_DCS1kb_3/005150|m.74423								
OG0080081													PILA_V_1_3-6kb/014285|m.219673								
OG0080082													PILA_V_3_3-6kb/001121|m.325148								
OG0080083													PILA_V_3_3-6kb/001676|m.326484								
OG0080084													PILA_NACLR/hiseq/c77699_g1_i1|m.87294								
OG0080085													PILA_S_3_3-6kb/012489|m.158451								
OG0080086													PILA_V_1_3-6kb/007360|m.203741								
OG0080087													PILA_S_3_3-6kb/021577|m.177825								
OG0080088													PILA_V_1_3-6kb/023865|m.242674								
OG0080089													PILA_BRS/miseq/c43672_g1_i1|m.63438								
OG0080090													PILA_S_2_3-6kb/025558|m.122376								
OG0080091													PILA_DCR/hiseq/c103859_g3_i1|m.105868								
OG0080092													PILA_S_2_3-6kb/027480|m.126705								
OG0080093													PILA_P/miseq/c33493_g1_i2|m.50650								
OG0080094													PILA_DCR/hiseq/c14354_g1_i1|m.4967								
OG0080095													PILA_V_2_3-6kb/010664|m.281890								
OG0080096													PILA_V_2_3-6kb/022176|m.309451								
OG0080097													PILA_S_1_3-6kb/015797|m.34721								
OG0080098													PILA_SDN/miseq/c1580_g1_i1|m.862								
OG0080099													PILA_NACLR/hiseq/c62491_g1_i2|m.47652								
OG0080100													PILA_NACLR/hiseq/c43921_g1_i1|m.21242								
OG0080101													PILA_V_2_3-6kb/020917|m.306358								
OG0080102													PILA_BRN/hiseq/c65691_g4_i1|m.37526								
OG0080103													PILA_S_1_3-6kb/000132|m.317								
OG0080104													PILA_DCR/hiseq/c104857_g1_i1|m.111312								
OG0080105													PILA_DCR/hiseq/c49885_g2_i1|m.15895								
OG0080106													PILA_BRN/hiseq/c65107_g1_i1|m.35980								
OG0080107													PILA_NACLR/hiseq/c23064_g1_i1|m.11059								
OG0080108													PILA_V_3_3-6kb/021589|m.371850								
OG0080109													PILA_SDN/miseq/c29317_g1_i2|m.38798								
OG0080110													PILA_V_2_3-6kb/024586|m.315249								
OG0080111													PILA_V_2_3-6kb/006276|m.271859								
OG0080112													PILA_Wound/hiseq/c3085_g1_i1|m.851								
OG0080113													PILA_DCR/hiseq/c74058_g1_i2|m.31247								
OG0080114													PILA_DCR/hiseq/c107925_g2_i1|m.131289								
OG0080115													PILA_V_3_3-6kb/015283|m.357544								
OG0080116													PILA_JASS/hiseq/c57076_g1_i2|m.35899								
OG0080117													PILA_DCR/hiseq/c94383_g1_i2|m.69143								
OG0080118													PILA_DCR/hiseq/c87727_g1_i2|m.52277								
OG0080119													PILA_V_2_3-6kb/008135|m.276183								
OG0080120													PILA_V_3_3-6kb/009089|m.343314								
OG0080121													PILA_DCR/hiseq/c98300_g1_i3|m.82182								
OG0080122													PILA_V_3_3-6kb/014468|m.355651								
OG0080123													PILA_V_2_3-6kb/015567|m.293491								
OG0080124													PILA_NACLR/hiseq/c42837_g1_i2|m.20306								
OG0080125													PILA_V_3_3-6kb/024546|m.378534								
OG0080126													PILA_DCR/hiseq/c102995_g1_i2|m.101747								
OG0080127													PILA_DCR/hiseq/c48330_g1_i2|m.15322								
OG0080128													PILA_BRN/hiseq/c55203_g1_i2|m.18834								
OG0080129													PILA_V_3_3-6kb/019991|m.368243								
OG0080130													PILA_S_3_3-6kb/002014|m.136226								
OG0080131													PILA_DCR/hiseq/c103065_g1_i2|m.102039								
OG0080132													PILA_DCR/hiseq/c102842_g1_i1|m.100943								
OG0080133													PILA_V/hiseq/c27362_g1_i2|m.7426								
OG0080134													PILA_DCR/hiseq/c98564_g1_i4|m.83150								
OG0080135													PILA_P/miseq/c46862_g1_i1|m.56316								
OG0080136													PILA_NACLR/hiseq/c48449_g1_i1|m.25261								
OG0080137													PILA_V_2_3-6kb/005367|m.269766								
OG0080138													PILA_S_2_3-6kb/009001|m.87089								
OG0080139													PILA_NACLR/hiseq/c67764_g1_i1|m.63447								
OG0080140													PILA_DCS_1kb/006360|m.107198								
OG0080141													PILA_SDN/miseq/c53828_g1_i1|m.68204								
OG0080142													PILA_Wound/hiseq/c8445_g1_i1|m.1842								
OG0080143													PILA_V1_1kb_2/024595|m.778920								
OG0080144													PILA_BRN/hiseq/c35074_g1_i1|m.8030								
OG0080145													PILA_DCS_2kb/000233|m.230765								
OG0080146													PILA_DCR/hiseq/c96616_g1_i2|m.76057								
OG0080147													PILA_Wound/hiseq/c28248_g2_i1|m.6785								
OG0080148													PILA_V_2_3-6kb/005615|m.270337								
OG0080149													PILA_V_3_3-6kb/012458|m.351058								
OG0080150													PILA_DCS_2kb/000434|m.231028								
OG0080151													PILA_V_1_3-6kb/018227|m.229212								
OG0080152													PILA_DCR/hiseq/c40315_g1_i2|m.13148								
OG0080153													PILA_BRN/hiseq/c16799_g1_i1|m.3667								
OG0080154													PILA_NACLR/hiseq/c56708_g1_i2|m.35959								
OG0080155													PILA_V_3_3-6kb/002486|m.328401								
OG0080156													PILA_V_1_3-6kb/014173|m.219427								
OG0080157													PILA_BRN/hiseq/c34013_g1_i1|m.7747								
OG0080158													PILA_DCR/hiseq/c86119_g1_i2|m.48951								
OG0080159													PILA_S_2_3-6kb/023847|m.118619								
OG0080160													PILA_V_3_3-6kb/021631|m.371950								
OG0080161													PILA_V_2_3-6kb/025560|m.317531								
OG0080162													PILA_S_2_3-6kb/000146|m.67599								
OG0080163													PILA_NACLR/hiseq/c52042_g3_i1|m.29092								
OG0080164													PILA_NACLR/hiseq/c53508_g1_i1|m.31331								
OG0080165													PILA_V_2_3-6kb/026870|m.320726								
OG0080166													PILA_S_3_3-6kb/023799|m.182610								
OG0080167													PILA_S_1_3-6kb/027878|m.61724								
OG0080168													PILA_DCS1kb_1/016518|m.21806								
OG0080169													PILA_V_1_3-6kb/026283|m.248454								
OG0080170													PILA_V_2_3-6kb/010325|m.281131								
OG0080171													PILA_BRN/hiseq/c66755_g9_i2|m.40966								
OG0080172													PILA_S_1_3-6kb/006886|m.15403								
OG0080173													PILA_S_3_3-6kb/023318|m.181589								
OG0080174													PILA_V_1_3-6kb/004734|m.197647								
OG0080175													PILA_V_2_3-6kb/015082|m.292297								
OG0080176													PILA_DCR/hiseq/c83752_g1_i1|m.44557								
OG0080177													PILA_DCS1kb_1/009457|m.12395								
OG0080178													PILA_V1_1kb_3/001948|m.787093								
OG0080179													PILA_JASS/hiseq/c52805_g1_i2|m.24288								
OG0080180													PILA_DCR/hiseq/c78389_g1_i1|m.36988								
OG0080181													PILA_DCR/hiseq/c97170_g1_i1|m.78008								
OG0080182													PILA_DCR/hiseq/c97318_g1_i3|m.78511								
OG0080183													PILA_V_3_3-6kb/005416|m.335239								
OG0080184													PILA_V_1_3-6kb/021575|m.237108								
OG0080185													PILA_V_2_3-6kb/018130|m.299706								
OG0080186													PILA_BRN/hiseq/c70343_g3_i2|m.56060								
OG0080187													PILA_S_1_3-6kb/006886|m.15404								
OG0080188													PILA_NACLR/hiseq/c23398_g1_i1|m.11268								
OG0080189													PILA_SDN/miseq/c36306_g1_i1|m.58828								
OG0080190													PILA_Wound/hiseq/c27043_g2_i1|m.6212								
OG0080191													PILA_DCR/hiseq/c14165_g1_i1|m.4868								
OG0080192													PILA_V_1_3-6kb/015534|m.222692								
OG0080193													PILA_V_1_3-6kb/003400|m.194329								
OG0080194													PILA_NACLR/hiseq/c71272_g3_i4|m.81285								
OG0080195													PILA_BRS/miseq/c27583_g1_i2|m.40492								
OG0080196													PILA_Wound/hiseq/c26926_g1_i1|m.6149								
OG0080197													PILA_V_3_3-6kb/009617|m.344532								
OG0080198													PILA_S_2_3-6kb/022621|m.116089								
OG0080199													PILA_V_1_3-6kb/025880|m.247497								
OG0080200													PILA_V_2_3-6kb/022337|m.309824								
OG0080201													PILA_V_2_3-6kb/009717|m.279755								
OG0080202													PILA_DCR/hiseq/c90106_g1_i1|m.57767								
OG0080203													PILA_S_2_3-6kb/005507|m.79611								
OG0080204													PILA_DCS1kb_3/017128|m.90222								
OG0080205													PILA_V_1_3-6kb/021962|m.238072								
OG0080206													PILA_BRS/miseq/c42564_g1_i1|m.62747								
OG0080207													PILA_SDN/miseq/c27709_g1_i1|m.33137								
OG0080208													PILA_V_3_3-6kb/011891|m.349782								
OG0080209													PILA_S_1_3-6kb/017929|m.39545								
OG0080210													PILA_DCS2kb_2/007880|m.177559								
OG0080211													PILA_V_1_3-6kb/024713|m.244652								
OG0080212													PILA_V_1_3-6kb/021188|m.236226								
OG0080213													PILA_V_2_3-6kb/015489|m.293309								
OG0080214													PILA_SDN/miseq/c16002_g2_i1|m.11661								
OG0080215													PILA_V_2_3-6kb/027269|m.321601								
OG0080216													PILA_S_1_3-6kb/002946|m.7002								
OG0080217													PILA_DCR/hiseq/c24966_g1_i1|m.8521								
OG0080218													PILA_V_1_3-6kb/005896|m.200371								
OG0080219													PILA_Wound/hiseq/c73777_g4_i2|m.66130								
OG0080220													PILA_DCR/hiseq/c85881_g1_i1|m.48533								
OG0080221													PILA_DCR/hiseq/c79404_g1_i1|m.38270								
OG0080222													PILA_NACLR/hiseq/c36900_g1_i1|m.16867								
OG0080223													PILA_V1_2kb/polished_high/000837|m.769								
OG0080224													PILA_Wound/hiseq/c56284_g1_i1|m.18714								
OG0080225													PILA_S_3_3-6kb/012921|m.159302								
OG0080226													PILA_V_2_3-6kb/012468|m.286157								
OG0080227													PILA_Wound/hiseq/c20487_g1_i2|m.4849								
OG0080228													PILA_V/hiseq/c62698_g2_i2|m.67041								
OG0080229													PILA_DCR/hiseq/c48221_g1_i2|m.15267								
OG0080230													PILA_DCR/hiseq/c105861_g2_i2|m.116898								
OG0080231													PILA_S_2_3-6kb/001063|m.69741								
OG0080232													PILA_V_1_3-6kb/005225|m.198765								
OG0080233													PILA_V_1_3-6kb/004138|m.196224								
OG0080234													PILA_S_1_3-6kb/012330|m.27097								
OG0080235													PILA_SDN/miseq/c37621_g1_i1|m.59583								
OG0080236													PILA_DCS_1kb/016051|m.120207								
OG0080237													PILA_BRN/hiseq/c24553_g1_i1|m.6304								
OG0080238													PILA_DCR/hiseq/c100410_g1_i2|m.90080								
OG0080239													PILA_V_2_3-6kb/005633|m.270380								
OG0080240													PILA_DCR/hiseq/c78070_g1_i1|m.36512								
OG0080241													PILA_DCR/hiseq/c90718_g1_i1|m.59155								
OG0080242													PILA_DCR/hiseq/c90795_g3_i3|m.59330								
OG0080243													PILA_DCR/hiseq/c97375_g1_i2|m.78668								
OG0080244													PILA_DCR/hiseq/c72039_g1_i1|m.29392								
OG0080245													PILA_Wound/hiseq/c7480_g1_i1|m.1569								
OG0080246													PILA_S_2_3-6kb/012775|m.95106								
OG0080247													PILA_V_2_3-6kb/005989|m.271184								
OG0080248													PILA_V/hiseq/c64804_g4_i1|m.81639								
OG0080249													PILA_V_2_3-6kb/023585|m.312876								
OG0080250													PILA_V_1_3-6kb/002732|m.192657								
OG0080251													PILA_S_2_3-6kb/007209|m.83282								
OG0080252													PILA_V_2_3-6kb/017354|m.297783								
OG0080253													PILA_BRN/hiseq/c73024_g1_i1|m.70299								
OG0080254													PILA_V_2_3-6kb/024586|m.315251								
OG0080255													PILA_DCR/hiseq/c107045_g5_i2|m.124849								
OG0080256													PILA_NACLR/hiseq/c66770_g3_i1|m.59884								
OG0080257													PILA_V_2_3-6kb/000519|m.257846								
OG0080258													PILA_Wound/hiseq/c68427_g2_i1|m.41128								
OG0080259													PILA_Wound/hiseq/c45160_g1_i1|m.11500								
OG0080260													PILA_NACLR/hiseq/c35930_g1_i1|m.16282								
OG0080261													PILA_JASS/hiseq/c15046_g1_i1|m.3416								
